Expt,site,block,plot_1,plot_2,N,P,K,Treatment,cup_no,pctC,pctN,CN-Samp-Code,TotC.gC,TotC.mgC,TotC.mgg,TotN.gN,TotN.mgN,TotN.mgg,SitexBlockxPlot,ID_indiv_reps,SitexTrt,ID,resp_day_0,cup_wt_g,fresh-soil_wt_g,dry-soil_wt_1_g,dry-soil_wt_2_g,dry-soil_final_wt_g,sample_volume_ml_11-17-12,jar_volume_ml,jar_volume_L,mmol_air_first-draw,mmol_air_second-draw,mmol_air_third-draw,Date_0,Hours_0,Minutes_0,Seconds_0,time-calc-1,time-calc-2,days-since-incub-start_0,seconds-from-midnight_d0,Area_0,ppm_0,mgC-CO2_0,notes_0,Date_1,Hours_1,Minutes_1,Seconds_1,time-calc-1,time-calc-2,seconds-from-midnight_d0,Area_1,days-since-incub-start_1,ppm_1,mgC-CO2_1,seconds-elapsed_0-1,hours-elapsed_0-1,days-elapsed_0-1,mgC-CO2-pergsoil-perday_1,mgC-CO2-pergsoil-perday_1_w_NA,notes_1,Date_2,Hours_2,Minutes_2,Seconds_2,time-calc-1,time-calc-2,seconds-from-midnight_d0,Area_2,days-since-incub-start_2,ppm_2,mgC-CO2_2,seconds-elapsed_0-2,hours-elapsed_0-2,days-elapsed_0-1,mgC-CO2-pergsoil-perday_2,mgC-CO2-pergsoil-perday_2_w_NA,notes_2,INCUB_DAYS,NOTES,RESP_C
NutNet,cbgb.nutnet,2,21*,,1,1,0,NP,208,0.66,0.059,CER-163,0.321799387,321.799387,6.6,0.028766915,28.7669149,0.59,cbgb.nutnetb2p21*,17,cbgb.nutnetNP,7,41154,8.92,49.958,48.74717801,48.75748288,48.75748288,40,960,0.96,39.90852708,39.65909878,39.40967049,41187,,,,106,,33,56814.62687,467.3,626.831427,0.300191028,,,,,,,,,,-41154,,0,,0,0,#DIV/0!,#DIV/0!,,41189,,,,106,,224145.2239,1374,35,1756.4489,0.835910165,167330.597,46.48072139,1.936696725,0.005673281,0.005673281,,35,0,0.005673281
NutNet,cbgb.nutnet,2,21*,,1,1,0,NP,208,0.66,0.059,CER-163,0.321799387,321.799387,6.6,0.028766915,28.7669149,0.59,cbgb.nutnetb2p21*,17,cbgb.nutnetNP,7,41154,8.92,49.958,48.74717801,48.75748288,48.75748288,40,960,0.96,39.90852708,39.65909878,39.40967049,41195,,,,106,,41,65279.42308,367.3,526.3771372,0.252083235,,,,,,,,,,-41154,,0,,0,0,#DIV/0!,#DIV/0!,,41197,,,,106,,224666.9231,1127,43,1391.56117,0.662256743,159387.5,44.27430556,1.844762731,0.00456022,0.00456022,,43,0,0.00456022
NutNet,cbgb.nutnet,2,21*,,1,1,0,NP,208,0.66,0.059,CER-163,0.321799387,321.799387,6.6,0.028766915,28.7669149,0.59,cbgb.nutnetb2p21*,17,cbgb.nutnetNP,7,41154,8.92,49.958,48.74717801,48.75748288,48.75748288,40,960,0.96,39.90852708,39.65909878,39.40967049,41201,,,,106,,47,37318.76866,436.3,533.7780832,0.255627565,,,,,,,,,,-41154,,0,,0,0,#DIV/0!,#DIV/0!,,41203,,,,106,,208486.8657,1170,49,1428.957431,0.680053967,171168.097,47.54669362,1.981112234,0.004393919,0.004393919,,49,0,0.004393919
NutNet,cbgb.nutnet,2,21*,,1,1,0,NP,208,0.66,0.059,CER-163,0.321799387,321.799387,6.6,0.028766915,28.7669149,0.59,cbgb.nutnetb2p21*,17,cbgb.nutnetNP,7,41154,8.92,49.958,48.74717801,48.75748288,48.75748288,40,960,0.96,39.90852708,39.65909878,39.40967049,41215,,,,34,,61,48203.17164,410.2,553.6131184,0.26512661,,,,,,,,,,-41154,,0,,0,0,#DIV/0!,#DIV/0!,,41217,,,,106,,217002.233,969.2,63,1320.331819,0.62835804,168799.0614,46.88862816,1.95369284,0.003813167,0.003813167,,63,0,0.003813167
NutNet,cbgb.nutnet,2,21*,,1,1,0,NP,208,0.66,0.059,CER-163,0.321799387,321.799387,6.6,0.028766915,28.7669149,0.59,cbgb.nutnetb2p21*,17,cbgb.nutnetNP,7,41154,8.92,49.958,48.74717801,48.75748288,48.75748288,40,960,0.96,39.90852708,39.65909878,39.40967049,41224,,,,106,,70,52288.32524,412.4,566.4301834,0.271264732,,,,,,,,,,-41154,,0,,0,0,#DIV/0!,#DIV/0!,,41226,,,,,,236580.6796,896.9,72,1245.310599,0.592654753,184292.3544,51.19232066,2.133013361,0.003090278,0.003090278,,72,0,0.003090278
NutNet,cbgb.nutnet,2,21*,,1,1,0,NP,208,0.66,0.059,CER-163,0.321799387,321.799387,6.6,0.028766915,28.7669149,0.59,cbgb.nutnetb2p21*,17,cbgb.nutnetNP,7,41154,8.92,49.958,48.74717801,48.75748288,48.75748288,40,960,0.96,39.90852708,39.65909878,39.40967049,41241,,,,58,,87,70039.74684,610.1,874.4590019,0.418780449,,,,,,,,,,-41154,,0,,0,0,#DIV/0!,#DIV/0!,,41243,,,,106,,237272.0388,996.6,89,1445.699674,0.688021754,167232.292,46.45341444,1.935558935,0.002852949,0.002852949,,89,0,0.002852949
NutNet,cbgb.nutnet,2,21*,,1,1,0,NP,208,0.66,0.059,CER-163,0.321799387,321.799387,6.6,0.028766915,28.7669149,0.59,cbgb.nutnetb2p21*,17,cbgb.nutnetNP,7,41154,8.92,49.958,48.74717801,48.75748288,48.75748288,40,960,0.96,39.90852708,39.65909878,39.40967049,41262,,,,106,,108,59034.53883,442.8,594.9394909,0.284917905,,,,,,,,,,-41154,,0,,0,0,#DIV/0!,#DIV/0!,,41264,,,,,,215620.7039,634.2,110,846.0233999,0.402630307,156586.165,43.49615696,1.812339873,0.001332114,0.001332114,,110,0,0.001332114
NutNet,cbgb.nutnet,2,21*,,1,1,0,NP,208,0.66,0.059,CER-163,0.321799387,321.799387,6.6,0.028766915,28.7669149,0.59,cbgb.nutnetb2p21*,17,cbgb.nutnetNP,7,41154,8.92,49.958,48.74717801,48.75748288,48.75748288,40,960,0.96,39.90852708,39.65909878,39.40967049,41292,,,,,,138,37138.98058,479.6,656.9031708,0.314592456,,,,,,,,,,-41154,,0,,0,0,#DIV/0!,#DIV/0!,,41294,,,,,,210070.7767,969.6,140,1323.283644,0.629762841,172931.7961,48.03661003,2.001525418,0.003229557,0.003229557,,140,0,0.003229557
NutNet,cbgb.nutnet,2,21*,,1,1,0,NP,208,0.66,0.059,CER-163,0.321799387,321.799387,6.6,0.028766915,28.7669149,0.59,cbgb.nutnetb2p21*,17,cbgb.nutnetNP,7,41154,8.92,49.958,48.74717801,48.75748288,48.75748288,40,960,0.96,39.90852708,39.65909878,39.40967049,41323,,,,106,,169,41118.48544,380.7,551.7850665,0.264251151,,,,,,,,,,-41154,,0,,0,0,#DIV/0!,#DIV/0!,,41325,,,,106,,210573.6408,717,171,1046.217968,0.497904741,169455.1553,47.07087648,1.96128652,0.002443375,0.002443375,,171,0,0.002443375
NutNet,cbgb.nutnet,2,21*,,1,1,0,NP,208,0.66,0.059,CER-163,0.321799387,321.799387,6.6,0.028766915,28.7669149,0.59,cbgb.nutnetb2p21*,17,cbgb.nutnetNP,7,41154,8.92,49.958,48.74717801,48.75748288,48.75748288,40,960,0.96,39.90852708,39.65909878,39.40967049,41379,,,,106,,225,47960.53398,371.7,508.8500728,0.243689483,,,,,,,,,,-41154,,0,,0,0,#DIV/0!,#DIV/0!,,41381,,,,106,,211637.8883,604.6,227,844.5744681,0.401940747,163677.3544,45.46593177,1.894413824,0.001713291,0.001713291,,227,0,0.001713291
NutNet,cbgb.nutnet,2,21*,,1,1,0,NP,208,0.66,0.059,CER-163,0.321799387,321.799387,6.6,0.028766915,28.7669149,0.59,cbgb.nutnetb2p21*,17,cbgb.nutnetNP,7,41154,8.92,49.958,48.74717801,48.75748288,48.75748288,40,960,0.96,39.90852708,39.65909878,39.40967049,41435,,,,,,281,62868.64078,358.8,513.662377,0.245994107,,,,,,,,,,-41154,,0,,0,0,#DIV/0!,#DIV/0!,,41437,,,,,,233597.1845,583.1,283,852.8450491,0.405876793,170728.5437,47.42459547,1.976024811,0.001659464,0.001659464,,283,0,0.001659464
NutNet,cbgb.nutnet,2,21*,,1,1,0,NP,208,0.66,0.059,CER-163,0.321799387,321.799387,6.6,0.028766915,28.7669149,0.59,cbgb.nutnetb2p21*,17,cbgb.nutnetNP,7,41154,8.92,49.958,48.74717801,48.75748288,48.75748288,40,960,0.96,39.90852708,39.65909878,39.40967049,41532,,,,,,378,53756.47059,411.6,531.3441373,0.254461943,,,,,,,,,,-41154,,0,,0,0,#DIV/0!,#DIV/0!,,41534,,,,,,229361.6667,620.6,380,819.7687466,0.390135476,175605.1961,48.77922113,2.032467547,0.001369084,0.001369084,,380,0,0.001369084
NutNet,cbgb.nutnet,2,21A,,1,1,0,NP,195,0.66,0.059,CER-163,0.325263201,325.2632007,6.6,0.029076559,29.07655885,0.59,cbgb.nutnetb2p21A,18,cbgb.nutnetNP,7,41154,8.951,50.565,49.29716063,49.28230313,49.28230313,40,960,0.96,39.90852708,39.65909878,39.40967049,41154,16,47,0,,,0,60420,398.8,522.501748,0.250227302,,41155,18,16,20,,,152180,3384,1,4560.7949,2.170524186,91760,25.48888889,1.062037037,0.036689156,0.036689156,,,,,,,,,,-41154,,0,,0,0,#DIV/0!,#DIV/0!,,1,0,0.036689156
NutNet,cbgb.nutnet,2,21A,,1,1,0,NP,195,0.66,0.059,CER-163,0.325263201,325.2632007,6.6,0.029076559,29.07655885,0.59,cbgb.nutnetb2p21A,18,cbgb.nutnetNP,7,41154,8.951,50.565,49.29716063,49.28230313,49.28230313,40,960,0.96,39.90852708,39.65909878,39.40967049,41158,,,,21,,4,42534.89362,383.6,477.767362,0.2288039,,41159,,,,45,,125913.617,2167,5,2871.520193,1.366582836,83378.7234,23.1607565,0.965031521,0.023923537,0.023923537,,,,,,,,,,-41154,,0,,0,0,#DIV/0!,#DIV/0!,,5,0,0.023923537
NutNet,cbgb.nutnet,2,21A,,1,1,0,NP,195,0.66,0.059,CER-163,0.325263201,325.2632007,6.6,0.029076559,29.07655885,0.59,cbgb.nutnetb2p21A,18,cbgb.nutnetNP,7,41154,8.951,50.565,49.29716063,49.28230313,49.28230313,40,960,0.96,39.90852708,39.65909878,39.40967049,41166,,,,19,,12,34657.65957,341.8,740.8278708,0.35478419,,41167,,,,19,,124321.2766,942,13,2195.970149,1.045082365,89663.61702,24.90656028,1.037773345,0.013497186,0.013497186,,,,,,,,,,-41154,,0,,0,0,#DIV/0!,#DIV/0!,,13,0,0.013497186
NutNet,cbgb.nutnet,2,21A,,1,1,0,NP,195,0.66,0.059,CER-163,0.325263201,325.2632007,6.6,0.029076559,29.07655885,0.59,cbgb.nutnetb2p21A,18,cbgb.nutnetNP,7,41154,8.951,50.565,49.29716063,49.28230313,49.28230313,40,960,0.96,39.90852708,39.65909878,39.40967049,41170,,,,19,,16,58485,370,794.185992,0.380337518,,41171,,,,19,,149226,847.6,17,1924.516053,0.915894867,90741,25.20583333,1.050243056,0.010347255,0.010347255,,41172,,,,19,,212284.5455,1198,18,2693.744799,1.281977893,153799.5455,42.72209596,1.780087332,0.010277821,0.010277821,,18,0,0.010277821
NutNet,cbgb.nutnet,2,21A,,1,1,0,NP,195,0.66,0.059,CER-163,0.325263201,325.2632007,6.6,0.029076559,29.07655885,0.59,cbgb.nutnetb2p21A,18,cbgb.nutnetNP,7,41154,8.951,50.565,49.29716063,49.28230313,49.28230313,40,960,0.96,39.90852708,39.65909878,39.40967049,41176,,,,19,,22,53208.40909,365.9,752.505563,0.360376664,,,,,,,,,,-41154,,0,,0,0,#DIV/0!,#DIV/0!,,41178,,,,19,,237820,1618,24,2190.448779,1.042454694,184611.5909,51.28099747,2.136708228,0.006477357,0.006477357,,24,0,0.006477357
NutNet,cbgb.nutnet,2,21A,,1,1,0,NP,195,0.66,0.059,CER-163,0.325263201,325.2632007,6.6,0.029076559,29.07655885,0.59,cbgb.nutnetb2p21A,18,cbgb.nutnetNP,7,41154,8.951,50.565,49.29716063,49.28230313,49.28230313,40,960,0.96,39.90852708,39.65909878,39.40967049,41187,,,,93,,33,55985.14925,377.4,504.418573,0.241567227,,,,,,,,,,-41154,,0,,0,0,#DIV/0!,#DIV/0!,,41189,,,,93,,223797.9104,1199,35,1530.058215,0.728168759,167812.7612,46.61465589,1.942277329,0.005083598,0.005083598,,35,0,0.005083598
NutNet,cbgb.nutnet,2,21A,,1,1,0,NP,195,0.66,0.059,CER-163,0.325263201,325.2632007,6.6,0.029076559,29.07655885,0.59,cbgb.nutnetb2p21A,18,cbgb.nutnetNP,7,41154,8.951,50.565,49.29716063,49.28230313,49.28230313,40,960,0.96,39.90852708,39.65909878,39.40967049,41195,,,,93,,41,64562.63736,403.2,522.1068943,0.250038206,,,,,,,,,,-41154,,0,,0,0,#DIV/0!,#DIV/0!,,41197,,,,93,,224279.7802,2047,43,2536.551836,1.207168318,159717.1429,44.36587302,1.848578042,0.010506116,0.010506116,,43,0,0.010506116
NutNet,cbgb.nutnet,2,21A,,1,1,0,NP,195,0.66,0.059,CER-163,0.325263201,325.2632007,6.6,0.029076559,29.07655885,0.59,cbgb.nutnetb2p21A,18,cbgb.nutnetNP,7,41154,8.951,50.565,49.29716063,49.28230313,49.28230313,40,960,0.96,39.90852708,39.65909878,39.40967049,41201,,,,93,,47,36336.49254,478.2,586.13345,0.280700672,,,,,,,,,,-41154,,0,,0,0,#DIV/0!,#DIV/0!,,41203,,,,93,,208149.2537,1213,49,1481.55682,0.705086499,171812.7612,47.725767,1.988573625,0.004330402,0.004330402,,49,0,0.004330402
NutNet,cbgb.nutnet,2,21A,,1,1,0,NP,195,0.66,0.059,CER-163,0.325263201,325.2632007,6.6,0.029076559,29.07655885,0.59,cbgb.nutnetb2p21A,18,cbgb.nutnetNP,7,41154,8.951,50.565,49.29716063,49.28230313,49.28230313,40,960,0.96,39.90852708,39.65909878,39.40967049,41215,,,,21,,61,47538.13433,480.1,650.7504169,0.311645888,,,,,,,,,,-41154,,0,,0,0,#DIV/0!,#DIV/0!,,41217,,,,93,,216662.7184,866.3,63,1178.654826,0.560932658,169124.5841,46.97905114,1.957460464,0.002584135,0.002584135,,63,0,0.002584135
NutNet,cbgb.nutnet,2,21A,,1,1,0,NP,195,0.66,0.059,CER-163,0.325263201,325.2632007,6.6,0.029076559,29.07655885,0.59,cbgb.nutnetb2p21A,18,cbgb.nutnetNP,7,41154,8.951,50.565,49.29716063,49.28230313,49.28230313,40,960,0.96,39.90852708,39.65909878,39.40967049,41224,,,,93,,70,51567.96117,382.4,524.1170663,0.251000882,,,,,,,,,,-41154,,0,,0,0,#DIV/0!,#DIV/0!,,41226,,,,,,236251.2621,750.6,72,1038.292062,0.494132729,184683.301,51.30091694,2.137538206,0.002308006,0.002308006,,72,0,0.002308006
NutNet,cbgb.nutnet,2,21A,,1,1,0,NP,195,0.66,0.059,CER-163,0.325263201,325.2632007,6.6,0.029076559,29.07655885,0.59,cbgb.nutnetb2p21A,18,cbgb.nutnetNP,7,41154,8.951,50.565,49.29716063,49.28230313,49.28230313,40,960,0.96,39.90852708,39.65909878,39.40967049,41241,,,,45,,87,69395.50633,555.1,793.4933019,0.380005787,,,,,,,,,,-41154,,0,,0,0,#DIV/0!,#DIV/0!,,41243,,,,93,,236985.7864,782.1,89,1127.733472,0.536698718,167590.2801,46.55285558,1.939702316,0.001639167,0.001639167,,89,0,0.001639167
NutNet,cbgb.nutnet,2,21A,,1,1,0,NP,195,0.66,0.059,CER-163,0.325263201,325.2632007,6.6,0.029076559,29.07655885,0.59,cbgb.nutnetb2p21A,18,cbgb.nutnetNP,7,41154,8.951,50.565,49.29716063,49.28230313,49.28230313,40,960,0.96,39.90852708,39.65909878,39.40967049,41262,,,,93,,108,58533.78641,429.2,576.0216998,0.275858131,,,,,,,,,,-41154,,0,,0,0,#DIV/0!,#DIV/0!,,41264,,,,,,215372.3786,689.2,110,921.7288369,0.43865922,156838.5922,43.56627562,1.815261484,0.001819814,0.001819814,,110,0,0.001819814
NutNet,cbgb.nutnet,2,21A,,1,1,0,NP,195,0.66,0.059,CER-163,0.325263201,325.2632007,6.6,0.029076559,29.07655885,0.59,cbgb.nutnetb2p21A,18,cbgb.nutnetNP,7,41154,8.951,50.565,49.29716063,49.28230313,49.28230313,40,960,0.96,39.90852708,39.65909878,39.40967049,41292,,,,,,138,36463.1068,464.8,635.8595194,0.304514602,,,,,,,,,,-41154,,0,,0,0,#DIV/0!,#DIV/0!,,41294,,,,,,209675.7282,779.7,140,1058.725272,0.503857082,173212.6214,48.11461704,2.00477571,0.002017637,0.002017637,,140,0,0.002017637
NutNet,cbgb.nutnet,2,21A,,1,1,0,NP,195,0.66,0.059,CER-163,0.325263201,325.2632007,6.6,0.029076559,29.07655885,0.59,cbgb.nutnetb2p21A,18,cbgb.nutnetNP,7,41154,8.951,50.565,49.29716063,49.28230313,49.28230313,40,960,0.96,39.90852708,39.65909878,39.40967049,41323,,,,93,,169,40634.3301,406.3,590.4791415,0.282781834,,,,,,,,,,-41154,,0,,0,0,#DIV/0!,#DIV/0!,,41325,,,,93,,210257.4757,663.7,171,965.874284,0.459668444,169623.1456,47.11754045,1.963230852,0.001828237,0.001828237,,171,0,0.001828237
NutNet,cbgb.nutnet,2,21A,,1,1,0,NP,195,0.66,0.059,CER-163,0.325263201,325.2632007,6.6,0.029076559,29.07655885,0.59,cbgb.nutnetb2p21A,18,cbgb.nutnetNP,7,41154,8.951,50.565,49.29716063,49.28230313,49.28230313,40,960,0.96,39.90852708,39.65909878,39.40967049,41379,,,,93,,225,47534.56311,380.8,522.0960699,0.250033022,,,,,,,,,,-41154,,0,,0,0,#DIV/0!,#DIV/0!,,41381,,,,93,,211329.8641,605.6,227,846.0317692,0.40263429,163795.301,45.49869471,1.895778946,0.001633351,0.001633351,,227,0,0.001633351
NutNet,cbgb.nutnet,2,21A,,1,1,0,NP,195,0.66,0.059,CER-163,0.325263201,325.2632007,6.6,0.029076559,29.07655885,0.59,cbgb.nutnetb2p21A,18,cbgb.nutnetNP,7,41154,8.951,50.565,49.29716063,49.28230313,49.28230313,40,960,0.96,39.90852708,39.65909878,39.40967049,41435,,,,,,281,62357.47573,376.3,540.1574565,0.258682662,,,,,,,,,,-41154,,0,,0,0,#DIV/0!,#DIV/0!,,41437,,,,,,233290.4854,567.4,283,829.1111111,0.394581594,170933.0097,47.48139159,1.978391316,0.00139384,0.00139384,,283,0,0.00139384
NutNet,cbgb.nutnet,2,21A,,1,1,0,NP,195,0.66,0.059,CER-163,0.325263201,325.2632007,6.6,0.029076559,29.07655885,0.59,cbgb.nutnetb2p21A,18,cbgb.nutnetNP,7,41154,8.951,50.565,49.29716063,49.28230313,49.28230313,40,960,0.96,39.90852708,39.65909878,39.40967049,41532,,,,,,378,53251.76471,423.4,547.4138635,0.262157772,,,,,,,,,,-41154,,0,,0,0,#DIV/0!,#DIV/0!,,41534,,,,,,229074.2222,465.9,380,608.0829228,0.289392248,175822.4575,48.83957153,2.034982147,0.000271561,0.000271561,,380,0,0.000271561
NutNet,cbgb.nutnet,2,22,,0,0,1,K,238,1.009,0.075,CER-164,0.49988259,499.8825904,10.09,0.037156783,37.15678323,0.75,cbgb.nutnetb2p22,19,cbgb.nutnetK,2,41154,8.967,50.582,49.59581617,49.54237764,49.54237764,40,960,0.96,39.90852708,39.65909878,39.40967049,41154,17,18,30,,,0,62310,363.4,472.9981821,0.226519929,,41155,18,26,20,,,152780,1815,1,2432.471514,1.157635537,90470,25.13055556,1.047106481,0.01794882,0.01794882,,,,,,,,,,-41154,,0,,0,0,#DIV/0!,#DIV/0!,,1,0,0.01794882
NutNet,cbgb.nutnet,2,22,,0,0,1,K,238,1.009,0.075,CER-164,0.49988259,499.8825904,10.09,0.037156783,37.15678323,0.75,cbgb.nutnetb2p22,19,cbgb.nutnetK,2,41154,8.967,50.582,49.59581617,49.54237764,49.54237764,40,960,0.96,39.90852708,39.65909878,39.40967049,41158,,,,4,,4,44574.23077,429.3,538.1053604,0.257699908,,41159,,,,28,,127118.3871,1333,5,1752.507715,0.834034519,82544.15633,22.92893231,0.95537218,0.012176578,0.012176578,,,,,,,,,,-41154,,0,,0,0,#DIV/0!,#DIV/0!,,5,0,0.012176578
NutNet,cbgb.nutnet,2,22,,0,0,1,K,238,1.009,0.075,CER-164,0.49988259,499.8825904,10.09,0.037156783,37.15678323,0.75,cbgb.nutnetb2p22,19,cbgb.nutnetK,2,41154,8.967,50.582,49.59581617,49.54237764,49.54237764,40,960,0.96,39.90852708,39.65909878,39.40967049,41166,,,,2,,12,64070,222.9,452.1655742,0.216543145,,41167,,,,2,,150545,648.1,13,1488.459316,0.708371461,86475,24.02083333,1.000868056,0.009918816,0.009918816,,,,,,,,,,-41154,,0,,0,0,#DIV/0!,#DIV/0!,,13,0,0.009918816
NutNet,cbgb.nutnet,2,22,,0,0,1,K,238,1.009,0.075,CER-164,0.49988259,499.8825904,10.09,0.037156783,37.15678323,0.75,cbgb.nutnetb2p22,19,cbgb.nutnetK,2,41154,8.967,50.582,49.59581617,49.54237764,49.54237764,40,960,0.96,39.90852708,39.65909878,39.40967049,41170,,,,50,,16,60035,337.8,718.7584914,0.344215113,,41171,,,,50,,149959.6667,757.1,17,1710.871105,0.814219274,89924.66667,24.97907407,1.040794753,0.009115065,0.009115065,,41172,,,,50,,213566.8182,1081,18,2423.287101,1.15326459,153531.8182,42.64772727,1.776988636,0.009189959,0.009189959,,18,0,0.009189959
NutNet,cbgb.nutnet,2,22,,0,0,1,K,238,1.009,0.075,CER-164,0.49988259,499.8825904,10.09,0.037156783,37.15678323,0.75,cbgb.nutnetb2p22,19,cbgb.nutnetK,2,41154,8.967,50.582,49.59581617,49.54237764,49.54237764,40,960,0.96,39.90852708,39.65909878,39.40967049,41176,,,,5,,22,54790,236.6,464.788607,0.222588345,,,,,,,,,,-41154,,0,,0,0,#DIV/0!,#DIV/0!,,41178,,,,50,,238646.6667,1556,24,2105.876415,1.002205929,183856.6667,51.0712963,2.127970679,0.007395016,0.007395016,,24,0,0.007395016
NutNet,cbgb.nutnet,2,22,,0,0,1,K,238,1.009,0.075,CER-164,0.49988259,499.8825904,10.09,0.037156783,37.15678323,0.75,cbgb.nutnetb2p22,19,cbgb.nutnetK,2,41154,8.967,50.582,49.59581617,49.54237764,49.54237764,40,960,0.96,39.90852708,39.65909878,39.40967049,41187,,,,124,,33,57963.13433,387.1,517.626634,0.247892598,,,,,,,,,,-41154,,0,,0,0,#DIV/0!,#DIV/0!,,41189,,,,124,,224626.1194,1492,35,1909.100906,0.908558657,166662.9851,46.29527363,1.928969735,0.00691321,0.00691321,,35,0,0.00691321
NutNet,cbgb.nutnet,2,22,,0,0,1,K,238,1.009,0.075,CER-164,0.49988259,499.8825904,10.09,0.037156783,37.15678323,0.75,cbgb.nutnetb2p22,19,cbgb.nutnetK,2,41154,8.967,50.582,49.59581617,49.54237764,49.54237764,40,960,0.96,39.90852708,39.65909878,39.40967049,41195,,,,124,,41,66271.8956,353.2,508.7807313,0.243656275,,,,,,,,,,-41154,,0,,0,0,#DIV/0!,#DIV/0!,,41197,,,,124,,225202.967,1359,43,1680.297946,0.799669227,158931.0714,44.14751984,1.839479993,0.006101168,0.006101168,,43,0,0.006101168
NutNet,cbgb.nutnet,2,22,,0,0,1,K,238,1.009,0.075,CER-164,0.49988259,499.8825904,10.09,0.037156783,37.15678323,0.75,cbgb.nutnetb2p22,19,cbgb.nutnetK,2,41154,8.967,50.582,49.59581617,49.54237764,49.54237764,40,960,0.96,39.90852708,39.65909878,39.40967049,41201,,,,124,,47,38678.84328,419.4,512.6610021,0.245514546,,,,,,,,,,-41154,,0,,0,0,#DIV/0!,#DIV/0!,,41203,,,,124,,208954.3284,1352,49,1651.587401,0.786005614,170275.4851,47.29874585,1.970781077,0.00553571,0.00553571,,49,0,0.00553571
NutNet,cbgb.nutnet,2,22,,0,0,1,K,238,1.009,0.075,CER-164,0.49988259,499.8825904,10.09,0.037156783,37.15678323,0.75,cbgb.nutnetb2p22,19,cbgb.nutnetK,2,41154,8.967,50.582,49.59581617,49.54237764,49.54237764,40,960,0.96,39.90852708,39.65909878,39.40967049,41215,,,,52,,61,49123.99254,444.9,601.8343524,0.288219871,,,,,,,,,,-41154,,0,,0,0,#DIV/0!,#DIV/0!,,41217,,,,124,,217472.3301,1137,63,1551.365827,0.738309247,168348.3376,46.7634271,1.948476129,0.004662586,0.004662586,,63,0,0.004662586
NutNet,cbgb.nutnet,2,22,,0,0,1,K,238,1.009,0.075,CER-164,0.49988259,499.8825904,10.09,0.037156783,37.15678323,0.75,cbgb.nutnetb2p22,19,cbgb.nutnetK,2,41154,8.967,50.582,49.59581617,49.54237764,49.54237764,40,960,0.96,39.90852708,39.65909878,39.40967049,41224,,,,124,,70,53285.75243,395.9,543.157969,0.260119614,,,,,,,,,,-41154,,0,,0,0,#DIV/0!,#DIV/0!,,41226,,,,,,237036.7961,836.3,72,1159.559926,0.55184522,183751.0437,51.04195658,2.126748191,0.002768737,0.002768737,,72,0,0.002768737
NutNet,cbgb.nutnet,2,22,,0,0,1,K,238,1.009,0.075,CER-164,0.49988259,499.8825904,10.09,0.037156783,37.15678323,0.75,cbgb.nutnetb2p22,19,cbgb.nutnetK,2,41154,8.967,50.582,49.59581617,49.54237764,49.54237764,40,960,0.96,39.90852708,39.65909878,39.40967049,41241,,,,76,,87,70931.77215,408.3,577.3884881,0.276512689,,,,,,,,,,-41154,,0,,0,0,#DIV/0!,#DIV/0!,,41243,,,,124,,237668.3883,844.2,89,1219.788023,0.580508324,166736.6162,46.31572672,1.929821947,0.003179606,0.003179606,,89,0,0.003179606
NutNet,cbgb.nutnet,2,22,,0,0,1,K,238,1.009,0.075,CER-164,0.49988259,499.8825904,10.09,0.037156783,37.15678323,0.75,cbgb.nutnetb2p22,19,cbgb.nutnetK,2,41154,8.967,50.582,49.59581617,49.54237764,49.54237764,40,960,0.96,39.90852708,39.65909878,39.40967049,41262,,,,124,,108,59727.88835,381.8,510.0876339,0.244282154,,,,,,,,,,-41154,,0,,0,0,#DIV/0!,#DIV/0!,,41264,,,,,,215964.5388,985.6,110,1329.712319,0.632822307,156236.6505,43.39906958,1.808294566,0.004337005,0.004337005,,110,0,0.004337005
NutNet,cbgb.nutnet,2,22,,0,0,1,K,238,1.009,0.075,CER-164,0.49988259,499.8825904,10.09,0.037156783,37.15678323,0.75,cbgb.nutnetb2p22,19,cbgb.nutnetK,2,41154,8.967,50.582,49.59581617,49.54237764,49.54237764,40,960,0.96,39.90852708,39.65909878,39.40967049,41292,,,,,,138,38074.80583,474.7,649.9360159,0.311255869,,,,,,,,,,-41154,,0,,0,0,#DIV/0!,#DIV/0!,,41294,,,,,,210617.767,1052,140,1438.078852,0.684394935,172542.9612,47.92860032,1.997025013,0.003771468,0.003771468,,140,0,0.003771468
NutNet,cbgb.nutnet,2,22,,0,0,1,K,238,1.009,0.075,CER-164,0.49988259,499.8825904,10.09,0.037156783,37.15678323,0.75,cbgb.nutnetb2p22,19,cbgb.nutnetK,2,41154,8.967,50.582,49.59581617,49.54237764,49.54237764,40,960,0.96,39.90852708,39.65909878,39.40967049,41323,,,,124,,169,41788.85437,397.2,576.724607,0.276194755,,,,,,,,,,-41154,,0,,0,0,#DIV/0!,#DIV/0!,,41325,,,,124,,211011.4078,786.4,171,1150.83057,0.547690839,169222.5534,47.00626483,1.958594368,0.002797965,0.002797965,,171,0,0.002797965
